{1: [], 2: [], 3: [], 4: [], 5: []} | Peter | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry, f.red], 3: [Arnold, swede, mystery, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, mystery, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 3
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, mystery, grilled cheese, f.red], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, mystery, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 4
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, mystery, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, mystery, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew, f.red]} | f.green | 1
{1: [Peter, brit, romance], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, mystery], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | grilled cheese | 4
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, mystery], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | stir fry | 3
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | grilled cheese | 1
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | grilled cheese | 2
{1: [Peter, brit, romance], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | pizza | 4
{1: [Peter, brit, romance], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy]} | spaghetti | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy]} | stew | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 2
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese, f.red], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 3
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, mystery, stir fry, f.red], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 4
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew, f.red]} | f.green | 1
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, mystery, stir fry], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | grilled cheese | 4
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, mystery], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | stir fry | 4
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, mystery], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | stir fry | 5
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede], 4: [Bob, german], 5: [Eric, norwegian, fantasy]} | mystery | 4
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | science fiction | 3
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, science fiction], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | stir fry | 1
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, science fiction], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | stir fry | 2
{1: [Peter, brit, romance], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | grilled cheese | 1
{1: [Peter, brit, romance], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | grilled cheese | 3
{1: [Peter, brit, romance], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction, grilled cheese], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | pizza | 4
{1: [Peter, brit, romance], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy]} | spaghetti | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy]} | stew | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 2
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry, f.red], 3: [Arnold, swede, science fiction, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 3
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction, grilled cheese, f.red], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 4
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew, f.red]} | f.green | 1
{1: [Peter, brit, romance], 2: [Alice, dane, biography, stir fry], 3: [Arnold, swede, science fiction], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | grilled cheese | 4
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, science fiction], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | stir fry | 3
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | grilled cheese | 1
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | grilled cheese | 2
{1: [Peter, brit, romance], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | pizza | 4
{1: [Peter, brit, romance], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy]} | spaghetti | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy]} | stew | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 2
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese, f.red], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 3
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, science fiction, stir fry, f.red], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 4
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, biography, grilled cheese], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew, f.red]} | f.green | 1
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, science fiction, stir fry], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | grilled cheese | 4
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, science fiction], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | stir fry | 4
{1: [Peter, brit, romance], 2: [Alice, dane, biography], 3: [Arnold, swede, science fiction], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | stir fry | 5
{1: [Peter, brit], 2: [Alice, dane], 3: [Arnold, swede], 4: [Bob, german], 5: [Eric, norwegian, fantasy]} | biography | 3
{1: [Peter, brit], 2: [Alice, dane], 3: [Arnold, swede, biography], 4: [Bob, german], 5: [Eric, norwegian, fantasy]} | romance | 1
{1: [Peter, brit, romance], 2: [Alice, dane], 3: [Arnold, swede, biography], 4: [Bob, german], 5: [Eric, norwegian, fantasy]} | mystery | 2
{1: [Peter, brit, romance], 2: [Alice, dane, mystery], 3: [Arnold, swede, biography], 4: [Bob, german], 5: [Eric, norwegian, fantasy]} | science fiction | 4
{1: [Peter, brit, romance], 2: [Alice, dane, mystery], 3: [Arnold, swede, biography], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | stir fry | 1
{1: [Peter, brit, romance], 2: [Alice, dane, mystery], 3: [Arnold, swede, biography], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | stir fry | 2
{1: [Peter, brit, romance], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | grilled cheese | 1
{1: [Peter, brit, romance], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | grilled cheese | 3
{1: [Peter, brit, romance], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | pizza | 4
{1: [Peter, brit, romance], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy]} | spaghetti | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy]} | stew | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 2
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, stir fry, f.red], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 3
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography, grilled cheese, f.red], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 4
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew, f.red]} | f.green | 1
{1: [Peter, brit, romance], 2: [Alice, dane, mystery, stir fry], 3: [Arnold, swede, biography], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | grilled cheese | 4
{1: [Peter, brit, romance], 2: [Alice, dane, mystery], 3: [Arnold, swede, biography], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | stir fry | 3
{1: [Peter, brit, romance], 2: [Alice, dane, mystery], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | grilled cheese | 1
{1: [Peter, brit, romance], 2: [Alice, dane, mystery], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | grilled cheese | 2
{1: [Peter, brit, romance], 2: [Alice, dane, mystery, grilled cheese], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | pizza | 4
{1: [Peter, brit, romance], 2: [Alice, dane, mystery, grilled cheese], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy]} | spaghetti | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, grilled cheese], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy]} | stew | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, grilled cheese], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, grilled cheese], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 2
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, grilled cheese, f.red], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, grilled cheese], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 3
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, grilled cheese], 3: [Arnold, swede, biography, stir fry, f.red], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, grilled cheese], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 4
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, grilled cheese], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, mystery, grilled cheese], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction, pizza], 5: [Eric, norwegian, fantasy, stew, f.red]} | f.green | 1
{1: [Peter, brit, romance], 2: [Alice, dane, mystery], 3: [Arnold, swede, biography, stir fry], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | grilled cheese | 4
{1: [Peter, brit, romance], 2: [Alice, dane, mystery], 3: [Arnold, swede, biography], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | stir fry | 4
{1: [Peter, brit, romance], 2: [Alice, dane, mystery], 3: [Arnold, swede, biography], 4: [Bob, german, science fiction], 5: [Eric, norwegian, fantasy]} | stir fry | 5
{1: [Peter, brit, romance], 2: [Alice, dane], 3: [Arnold, swede, biography], 4: [Bob, german], 5: [Eric, norwegian, fantasy]} | mystery | 4
{1: [Peter, brit, romance], 2: [Alice, dane], 3: [Arnold, swede, biography], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | science fiction | 2
{1: [Peter, brit, romance], 2: [Alice, dane, science fiction], 3: [Arnold, swede, biography], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | stir fry | 1
{1: [Peter, brit, romance], 2: [Alice, dane, science fiction], 3: [Arnold, swede, biography], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | stir fry | 2
{1: [Peter, brit, romance], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | grilled cheese | 1
{1: [Peter, brit, romance], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | grilled cheese | 3
{1: [Peter, brit, romance], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | pizza | 4
{1: [Peter, brit, romance], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy]} | spaghetti | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy]} | stew | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 2
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, science fiction, stir fry, f.red], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 3
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography, grilled cheese, f.red], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.green | 1
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 4
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew]} | f.red | 5
{1: [Peter, brit, romance, spaghetti], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography, grilled cheese], 4: [Bob, german, mystery, pizza], 5: [Eric, norwegian, fantasy, stew, f.red]} | f.green | 1
{1: [Peter, brit, romance], 2: [Alice, dane, science fiction, stir fry], 3: [Arnold, swede, biography], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | grilled cheese | 4
{1: [Peter, brit, romance], 2: [Alice, dane, science fiction], 3: [Arnold, swede, biography], 4: [Bob, german, mystery], 5: [Eric, norwegian, fantasy]} | stir fry | 3
